label	msg
comp.os.ms-windows.misc	 The value of these workshops aside, you ought to be able to buy full copies of all this software through your campus bookstore or software distributor at these rates. I'm not aware that the educational version of Word or Excel is doped down in any way. 
comp.os.ms-windows.misc	 One of the rules for a permanent swap file is that it must be contiguous (non-fragmented) space. I suspect that is more responsible for the difference than the amount of free disk, in your case. 
comp.os.ms-windows.misc	 Try postmaster@norton.com or postmaster@symantec.com 
comp.os.ms-windows.misc	 What files do I need to download for GhostScript 2.5.2? I have never used GhostScript before, so I don't have any files for it. What I *do* have is gs252win.zip, which I downloaded from Cica. Unfortunately, it doesn't seem to work on it's own, but needs some more files that I don't have. I want to run GhostScript both in Windows 3.1 and in MS-DOS on a 386 PC (I understand there's versions for both environments). What are all the files I need to download and where can I get them? Any info would be appeciated. 
comp.os.ms-windows.misc	 After setting up Windows for using my Cirrus Logic 5426 VLB GraphicsCard It moved a normal Window from one place to another. My Parameters where just the following : 486 DX 33 VLB The Card is equipped with 1 MB Dram (not Vram, there are 8 sockets for Vram) And the moving of the window just looked like it looked at a friends 386DX 25 (387DX) and an normal ISA ET4000 
comp.os.ms-windows.misc	 Hi ... can anyone tell me where I can get a copy of updated Canon BJ-200 printer driver for Windows 3.1, if any ? I have ver 1.0 which comes with my BJ-200 printer, I just wonder if there is any newer version. 
comp.os.ms-windows.misc	 Ok, then where is the info for the Licensing kept? Which file? In the organization box I put my address, and when I moved, I wanted to change it, but couldn't find it. I could find my name, but not the organization. 
comp.os.ms-windows.misc	 You are nto alone. I get the same problems with my Panasonic kpx 1124i (24 pin). Oterhwise, it's a great printer. I just can't find a driver for it, only for the non-"i" version. Anyone seen it? 
comp.os.ms-windows.misc	 That isn't enough to change your Windows startup logo. vgalogo.rle is not needed after you have installed Windows. It is incorporated as a part of win.com. To make a new win.com, you have to concatinate three files together, using the /b option for a binary concatonation. I beleive it is 
comp.os.ms-windows.misc	 Hi ... can anyone tell me where I can get a copy of updated Canon BJ-200 printer driver for Windows 3.1, if any ? I have ver 1.0 which comes with my BJ-200 printer, I just wonder if there is any newer version. 
comp.os.ms-windows.misc	 On a similar note, has anyone found out a way to do this with MS FoxPro for Windows? My setup.ini file was modified on disk 1 (all encrypted).. Well, of course I forgot about Microsoft's stupid arrangement when I got the software, and used my name (it was paid for by the company I'm doing consulting for. When my job is done, it's their software).. Any ideas before I start doing dumb things to a copy of that file?? 
comp.os.ms-windows.misc	 I'm using PC Plus at home on my trusty old NEC 386 SX/20 with a 14,400 baud modem with no problems at all. I am, however, running only straight 16 color VGA. 
comp.os.ms-windows.misc	 Our student association runs a small Novell network which has a subnetwork of Windows for Workgroups and Microsoft Mail. The Director of Finance, en electrical engineering student, would like to gateway this system, either via SLIP or not, into the University's network and thus the Internet, at the very least to exchange e-mail, but possibly also to do ftp's etc. For now, this would be done via a 9600 bps modem. 
comp.os.ms-windows.misc	 Somewhere in this thread, it has been said that Windows NT (tm) is a multi-user OS, as well as multi-threading, etc. I certainly haven't seen this to be the case. There are seperate accounts for each person, and even seperate directories if that is desired. I don't see an implentation of simultaneuos use though. 
comp.os.ms-windows.misc	 Have you tried setting FILES in your config.sys file to a fairly high number? (I've got mine set to 100; I've seen numbers from 40 to 100 recommended). Also check your STACKS statement, STACKS=9,256 is a good starting point. Try increasing it if it's already set there (such as to STACKS=12,256, etc.). Both STACKS and FILES have been identified as _one_ cause of frequent Win3.1 crashes. 
comp.os.ms-windows.misc	 I haven't seen this particular problem, but another place you might check is if your BIOS is doing video shadowing--Diamond wants that turned off. That might cause a memory conflict as well. Good luck. Hope this helps, Chris Loschen, Brandeis U. 
comp.os.ms-windows.misc	 Can anyone tell me how Chicago/Windows 4 would differ from OS/2 2.x? Believe it or not, I'm not trying to start a flame war, here. I'm simply curious if there is going to be any feature advantage in either of these products (I do not consider the fact that it has uncle bills seal of approval much of a feature...) 
comp.os.ms-windows.misc	 Does anybody have any idea where I could find a program that can convert a .GIF image into a .BMP image suitable for a Windows wallpaper (i.e. 256 colors). Hopefully there's something out there I can get from an ftp site somewhere... 
comp.os.ms-windows.misc	 I use the Diamond SpeedStar 24X in 1024X768X256 mode all of the time. I have NOT found distortions in the cursor. The cursor is a little jumpy from time to time (due to 32 bit access to the swap file), but it is never distorted. 
comp.os.ms-windows.misc	 Yup. We're using both and they work just fine. Hopefully, someday WFWG will communicate over LWP TCPIP. Right now we have to load NetBeui. 
comp.os.ms-windows.misc	 begin 644 1260wn31.exe M35KO 1D & -$,__@ P $ ?#_'@ !0V]P7)I9VAT(#$Y.#DM M,3DY,"!02U=!4D4@26YC+B!!;&P@4FEG:'1S(%)E<V5R=F5D+@T* M _"Z,#F$H0( C,N!PP (.-R RT !BT@ /J *.T/LM00"C<02. MP.B9 *%[!*-Y!*%]!*-W!(S BQY_!+Y_!.AM "ZC<P2[Y &^F +H8 !0OGL$ MO^$!I:6+'GL$BQ9]!(OK@7_#XK?BOJQ!-/KB]73ZD(KPH[ BN&Z0,V?P2, MV@/1CMJ+S8ON,__1Z1//Z6%VW04_LR.P/[.CMJY @S_XOUZ5+Z^B.V#/ M4,O1ZXO+TO1Z]'K0RO#CL S__.EPS/V,]LSTC/_BHPP NA- (J70@*+ZB:( M3@ FB)X 0/H@?T 7+O0_[-=2*C#D"Z"H A]^*EX("B^I#0R:(C@ ")HB M ,#Z( %R[DO^S77AA_M&@_X)<JW#BNF1L032 0/D;@! -/@PQ(3%%5V M]?X"(3-#4F)W@8%@ "!@X 1$)&3D%)14U#2UM'5T]?0-#(V,34S-S"TLK M:QM;.WL'1R=G%U?7-[=W]P^/3OKV_O'Y]?WS^_?_ @$%#0,+&P<7-R]O M'Y]?WS^_?_/Z&L +HXVP&++@ 3;X* "Z+/M<!@<0._5S%3/ K)%!K8O7 M ]".PJV3)@$_XOGKYRZAUP&.P 40 (L @ #V/J.TXLF! #[ P8( "ZCUP&A M!@ NH]4!C,".V#/ B]B+R(O0B^B+(OX+ONU0$N@S[? 0!U$"Z!/N$! -W M!RZ++N$!ZP.] ,N*2[A 2Z#'M! "Z.!M<!+HP&W0&_ $S]JVR!Z@!= GH MC0"JZ*@ Z_/HA NC@;9 3/;BM@FBH NAU ":*GP #@/L7=0@"V(#7 .B M %.#^P)T-(KP@.9_L0?H4P R_XK8)HH/Z$D )HJ_ '0YHKTM9+HX&W0$ M5@8?B_<KT[SI%X?ZY.*(#F#[$$Z! BM@FB@_H%P FBI ='CT/1X]'C M"M[KR+S^ <.Q 3OU=R'3Z"K11* P@B*Z#+DK(;$L0<JRM/H"L7#._6*[';L ML0@N@S[? 0!U'RZ!/N$! -W%BZ#/N$! '4'A<!TN-/HPRZ++N$!ZP.] ,N M*2[A 2Z#'M! %-242Z+%MT!ZP![P @@,8"@? 0'?SC,$N.P[= 74"CL(N MB1;= 8S:B]ZQ!-/K ]..VH/F#UE:6P/N3EK_P ! $ X2T M # ;P !C8H - " 7$!7@%/ 34!:Q U$-H1%Q7$%%(5(R=!*,LH ;X# M6 /L P$" =8=3'[Q48)KI26R' ^_$'"X<I%;U[B%V%"WA?"!7]]?__[1)$ M'_W?:&AU$0U $2 T:!7]7XZ+X0_V*;8@0+H*EH3!*2XV[@6U!@'B!@F =3M# M'*:,@]D+O((Y2+C0J,$Z7&A_?0A3<$K<9 %FE@H%1'9$GPI/<*LQ9@M&[V.# M L8;/Q?C7_B?;@,8 ]*F$-</1$_ZW_:@*,0)$7<)UXP)TO7Q70%,$ =;%5 M@P5A J!"XEX)FOQ_UR/Z_0]8)9 -[!.]] A*D0(D1"W:@&T6Z!28I=&*93 M@GGQI:VXF&[=. <0/F[: 0#+^R$N(L'(%^5@X@*'XZX=H#.,9(:B2#TZH!TD MH8.3'Z(O_H^P; FTA*^4$!!A.1IH!XDY9!S"COX7-W$;L,$CL*X3H$ JHCH? M'C?H4G= ,.VZ,7^JQ%'R*% !TL@.R^8 % M4JYZ/Z$#1FY=, )4Y)A'A M.-V6-6'V?Q,PP*3!*SFZO_TV(&95.V!X.)B[(J!_E=)/K%1_SU?X/,F ?- M23<D;AUHPFK%$R$S@*O*]%J8Z/ZT*S3""Y8TAY*B'0_0#[Z&J33,C;L05NZ M"*_B3CF L24GXD(J4'TEL(ZX GI.@59]P_]#N+L2M*,]ZNX!#M,UF-@F2MWK M(0X"3^N:Q[V+*N(^(%N3_O=B#8/S-*G!QD0#DO0';9PQ;D*8D*8.O)_*,;3 MI0%M8$QA!IGAW95MHW2"<Z'V!(AP[@!@$0%P./CXP]@$I[^_BOXSQM'4"2:V M: VN0Z][HK@L0)0SK^=15^IG[)7?T@*/^2'4C]X'? IR3%W!#^*"$.A[B)U M$,7$5D2!!F@@75_M#9<R"-'*V!_22P#WP]"Y8=)18<P#1Q$_"L';B;^$.A M-G'!Q#XH-BXJP+4=DXTA%7P$?^:EI!74HT=9P=7C1OE!%_KUOTW'NM'WO@#X M0.MQ(VO(A9W JTWW_] <P'A YP1H[+_8$K%Q[9Y 8:'JG"= B(D4)N&<+ M:AZTV88X +%@%G0#'CP?@(THRQ$_'=8]'?_# ^(.^%+B(;GX!_FQ[O.% M]NLQ&U:0'CR^0OI)P9 !PAP@5)$J"= F;QC0J&("T&')[P!;#@78LR) M.X@F!S@0^&27_T]7+9C^'=KJTWS#].@TD+7N].$TT!I-;1I(#N-T -Q#21[B M],H* 2I6)-/]SK.)5.(R1(BZC::'989LB!@@8#X,ZW#?&_/S[8ZF!/J8*@9H MV B:<+TB0%$H Q!]@R#7SJF[-G3(!R??:D@69%KK_!63[^N-Y:#B#B]<YQ M2P0X&H <UX-(VP5]L4)#41P5Q197A^[IQCM=YS#,3LZ$7R7R:_?[]Z#5P M9'F;H&2"@0M"N0)LXH"9"9XFF)X@: (DHQ-T3: OH,Q*VAM4GTE[N5M#ID M^1XMZEY5 %SJ#PZ. (8C1?0Y.,N8$/EQ]M"55XL&L<-S;F%"!CK (]@/I/ M#F/((<4*P?'_70D((4!'/&E;'.Q76?0JB6PWZASJ$HC0 PIL9(+HD4+ *-T" MY:JPQN$6%_M5/]"O.X3L@%48/(OS3T2&5 4N%%YW0262V+._]R%?!?ZG ;G, MI!&&$"YTN @O0::N!7H3L$7B'$W H 0=+M: (L2V!XE:+)@4<=FIQX%6) M@_X;1K0(T*'!JA15ECP'6GRIPKGJ[YP]<7[)F'[$)&P$3&%/<#-028 GT MOH%"N6[8<GA<$!#]JA 6'W:XH:X8$,S"DVJ^KQ$C<DZP+NXNGT AA5?PJJ_ MH(&6EQ=*K.& G:07]* [< H:_[M]CW(6Z=NJ!XE505X)'3]2VGGFQ$U:] M&ER)?*/VQ$[ 5J_^![NC^WZ$YT$:.=6_$W0H<<K_+X$EIPKKA^8V*_]1IH1 M6GI%??48-ND 5/,)LJG7'<<.VO:.@: ]]L?_(X*ZPAH%K2@QG&KZ'7N'T5. MH%.LCL(T3=G(-[UNOAX [-/ #X/-&J/U$<+,VE29W]*89BC1#@!OQNLB+N M$AZ++!.T!$;XN%@GY!U,;T?,'B)Z*^X4A(&2: E]QFZRJHH T?0EX6/<S MZ%WW7[]#+K0J'^Z( .[Y4<M#P(:7.R'(1^NB('X%;*(*R#DGU[AOZVQ%_@8 MEYD<^#]?6P(O#35$SQ@AE%IGHTX<C5,WT#HIYE&B9XX?-PE5;(R@1#2,@#"L M*)3^VH +3+9J];=3KA1S==06MZ*WII2ZW$)UULPWB<(1E@0TFJ@B)7Z18( MKHIP,0W/V7'Z*MT3 58QVW 6FY,X 68D,Q)MA8R%[2[T2<;_@DVR(_KT( MG:A=TSC18A@+EQ_@9P$4!_NB$!@OB@,XLY36C#6Y;;LJYYP#Z3#QPH!P# MJ6@-3@,[$TK9NE:=!"6& B9[($H7; ^B3K=G#Z:_KM=?)) .]H*:W2AQ-"RJ ME^X#:)9O U@'HI]X(%_UZ0OBT[K=<BNCQWO*3#]!1:$_JKHZ$W3&Q1L/1 MI'6/!EOPN$%^8O*AV(Q%KB]&@^+__^M[O4!J R@DXL$A@WGHT?_I+0;TK;"@ ME7F0; 1S<%IW0I9"Y&O)LFS5N?GV@Y@JT:"E$K:M@OD $*O:QHO^X!C.2D M<8OZA-6G!ZT4IG7J =<^4BM91%B<P 5Y%(MT.2CNXH_%T_)FQ!_K]K4JX! MCD<=WO6 5],O0KMIF*/$W#XU0!S306Q&D#_I$]QN?0&_FL08, YN%U% 7V MQE@?F,?G,C'?#2M?BP]R$WAQ#132!5%&I9MAK*J^WQZQ?(@:<;!9_"<L!_ MI_KK_A)!!_6UF.T!-J7!]'/_[6AC<!8$&(-++BM^(,%&)L"^78"1G.:!D=Z M.H*^B/BJ?V7R*(!P#J!A(Y18W2%-&I58AW!I5"LX),O-7J9)"I#O[+T.#= M"C%0H-P#,;"@G1B(<*%=B[C!N*1!R/4J_71#ZZ?GGJ T&C_J +H-P.DR4:Z MP4*W M=?<S;HP@%91),5#V%D)/JO3?$$9L8D=<;"QN0?LYZVPBO=;$% X@. MZ5MH;1&;]C(]#-PK10RMMX%!84OP.&*!Z/^ _-O+3* ^!4#6#40&] S872 M_=RZ ]/K#$ H".,11$6$"^P:0;RR2#ML&T/<I;N'"30Q2G9I8.<M * P-U MC:BFQ-U .T$3Q"U);7R6P&TN9_P@RD%N:KE!(D($R^V0,3WH=^7=FWMR/& ML3?$3<H8K=-?;V;.GKADJCX'*&ZQ.5HN"C4U?J60)I4"#='3%P(%T:<4EK MZBDF5G#@F0H) <X9 9]NU1#SYK; !]ICJ/#SI+Y+TYU6/=2_DE0J<0XW: M8(YQ^S)2*FRY8-6CCMP@-( S84I?:#+O- 7<C6P87V!? -$QVD,?^ <@K MH; TI+J*/J3#=91A),[^@A#LLFC]T9IUH?YZUXHG.X1,50)//8 T_VB=8]V MWA"0NQ)]#-C@:-T(0T%VD206?&"MBIZ5L,'1GJP1M.Y0E!UH (447BXX&IS# MK/B&ZU4&=NL?,,! L"+2?@!^&PM/_#AB$GZ:7^V_'AZ_/V*0P!@Z[RI< M[-,265AW^'&J UQ=8W_ZPK7Q.]2GWVB* 73-A_'&"3NN:PVJ.2#<BMKR MRED5II26Y:,W+:_9+74E3?2?_Z,G_R"I*OJF#;8%J98RK!H6/"&]6'WOV"N M7PBX)T@[$N@"NGHTIU_W=%9*]65&+Q2N4'T9O,94 /NX_2JZ@+XMCQ64AD M:@,,2_%JQ _K@L<-PZD;?X/GDE8((]K%^!/[=25]D.(1--Q9UX%4&EWL/?KX M@=V/)O[K"A'J^CDU%<@D"K5*R1ZS^&1;@XNQ#^P(^.__EW07%$'RG2QJ8-V) M7@<?6=73]N&_7Q<H-.OP?[ 5?I/L3MS:W)"YDVP<H;Q=2B3OHBI:W5EU;" M#.$71!])(NMVM8H^M( 06PEP2=VI]) !?+0_9G@AZ(BH@$X<6^$H$FHB@A M6R&^D]"H@;!2D@@:9!!#&JE!LH]'JF_ 7QDI]&7E;_(1M7?&M=!U#,_RG=K M8H"BS3;4O!.@R@&Z1P3$-PVB'VT;,#!Q@4NY@CX9POH"=09<&3=B+A7B&L/ M(I@O%XX"6^P0=[A1+ZZ20D,2FMWGY1T24)=C4O2 YZ-WWS^T2UV-$ 1T/(P_ MLAP#)-HI$S[@'*/3(?BOW&? 2L'0;98X7#:-V$#P*A8N$QRR4F P-UO^3* M7_%#G<ZH<07AQ).7G=C,.+N5]=_%?@5?3@,YAFY,77N(#/T@9"NE]J0X^+ MGPHL?I6@C57A!SW+BZD+%9('<P<H"H$]A?;2_L?Q^-'!=8#1E5?/.JQP.! M]?'=BZTB7.R'?/Q]L?#Q(PM+I_N1_SVINE67%E_8#.0BZ$OWI^4+@.!9^* MU[^8%&EX,G/! 89I+C8^%<O&:W2?H)$2M<W&%?NBZ*I*UAXF"!!FRMI/I MP%OVF"[E/%,Z5J@E__<+LC]W(@.HS[79(F4BWEZ%BZ_ !ZQ:$#//AT"0. M*/[^;M#'4^GC/7C%AMYJ ZG/@<@3-#Y&KQOD+84B(R'8]TYW&[ R8ZQS[2_ MV'E2_JQY%J%F(&*MJR )%K T1=YV&E0MC_/W!%S,/[.$4Y-S]_(VR8EKY MT=U]#1HD"%0U;)VJ6:LF1-WMOAX_@.H2("3<SPT0HF^ 'S295T+4?+!FH0 M4CE^?6K ? 5RK5N"TJ!R0?+4I<#%RPKU[=VF=BF40EY4R?=;$QZ]SY_EXN$ M<+TK)X:)T#FJ QV7[=+VS]HJH$NC1Q475,S!@';4*9QN1L+;Z3K5J9VN4IW# MZ9K7Z9VN)W=Z3I@A^CR,!$D &C=F$9<@;$,'!&!$L9SQ':8X.[('_OWX^ M3K8!Z0)=SXS7N@;*-__.#1NP6C!-0#^+JRCXC@ SU<( :!,/33HT82$./@ M#.TGH,*ZCM)O7<1KW7*N0(1$B- ]3CH0L:G^V^FKD%%S/[BKPAI"Q'M0'-) M.SX@AMBDE_C;TTL^!-"C2A)))C/TXX88KW]$//..C_PE49TG3D<CV"W)"@ MEW"KD%J]$?&:E?6G %+9@V/$1O5C[JD0X%^'/1,"[,O.7;="<;K3'OX*7OO MJ0&B_![,7[K4%5$6,4$CB;%%8N2I ;W)S_=C3P;TKW(4R'=B8/=@]X=_LZ M;(.;!V$CY9FP+D)C0)H#C.6VB[&KN75(*;D^4D)B?]%6/PN0<;"%Q?;W-P M?HAS":X_23KI?6,FAO'Q](G)/T"ASP..+W/O9WPZC!TPN<;[9TUL'A!ZXW M&#W]_-+1HG9=X7KA# I[C9M_ !;G0 M:[?CQDN I5LR$=N;*NPO=R MBGF;]!L&=N8Q-DXSX'WSL1%.1^_EQ:Q9/H3;0) A_?V*M&ORF&/'KA_V42 M1%Q@2WGTOU/^==5=CA7]'N<:)[7(./BZSF& F(&W"QVP//X<+QBXC+).RYN M4F9!5:VCT[KAOY3[HF<!U68@7XCLY#<GD ]% U9]_J'@*QN &6"/#=P:F M]S^M2Y3"! W9A7"![&JJ'<&(<'_T+0Z4DW_LQXK;CFTHRYW(.OND/4!CA<@ MW^*^U$;1/]Q7E4ZDZ^8_SB#_17^Q^G*7'^C64.0BT(:)-K%$I&T/]7PE]H MWV&;(]ZNWXB;FCZV' ?=:S.2+<W%^RMWL.F KVM<7D:_V_X#8^5U=3:A< MWV9TF17_F]$#UKHT[!; TG(2_/<,(QT-/O [T1I_QQ'JP[(C?"C'^GV#= M9:MM8AQ%?X4L%M!8"6-2AC+"7-<_%X&==GP^2-]?]_LU&%[G.)J;W4[O#730 M@@YB<#F9V*K_Q3Z=-QCY8@[^;@Z,=Q7*+9C3+_Y2 $<!6T+H:=5]%[S/] M(@&6K@7$IK3+/P-E5@9 9_N'ZW^]1"U$OQMOKM/0&'4O-*A15^$7V4CN7BE] MIP6<<A_-;C3 *IV#RZR 4? PE"4QX+V1/0T2O#0P21D<_"O'LI<48-X4K M9D@*@(BXM%.("V22;,'1INRL 1G,. <PF7-/Z4-P@9P 8EWLM#_#A7KSAL1 M_=K_HSC4 ER7@7F&BSUP[G##!4?0&XPUJ;X!@S!-PR-!LX;P$!WBWQP]/U M3T.+PGT'<N@ UI7!=-F=QNTXJ2_&![EJQ %4#Y(=M!,&M'RP#(_97W)@F@ M ;IRX-3S_U L%_GL'X4)6D,<-:NMMF@=H6NHH4WJ$KJ!$!29'K+51X.1-31= M<KDCL;@Q0!M'T07MP'-W1;[*6_#6A0K[H2/1ZM"^BG$:5YSM)7H[2+T:$5] M9RC L#G.L(NA(*XT!O@3B.=U_Z.W[^_")EK*"9"/"9"JP)W;[1(<%C/-S= M":TVOIULO"BV"%(QK@!6UGH< E[F&$4Z!#M''_H_+Q!Z0H*!B;H'&B", M#( L*$B;_M<_;+%OHA,0/7Y4 'X]$ZQRB4,[AM%_T/REI]=ONWH^_X1%SSJ MM&Z[-.XEBLAZ01OX5*_[!@K &W&+L,N _!X%GK%FD)[@#%LA51-*CZJD"1! M'N1K'="@(.PE (?^L^^QPS;4,'(Y]%?/)^'#!K<#"4?'BE0#1;$/WU!.R@ M0]L# =1]*PJ0+'V'V@J3#18%U08!"M .$00%M!0B!(MF&/QQ?9:S;@ 40 MG00]KO=0'X*H#RR US_UX8'^T&4H*BQ N*/UH5FC@;S$R/W5:]@,.V@8D [F M:@OZ M"<&G;4X0MS%6H$, D.[7R-X/[P:&D"31$IHH T=]-N,(TK%G_ MZ-U^I;C[BN]J5EH):@8G)WZ]_%3NE,GJCKI_6/IU)I3KSF%_JK?;'#P$+&: ME;Q_YK: ZNL+!DX'= -G _BW7JL+A8^W^SJ_;E@+LTK+[BZUBVEJZ]25U<] M^4NV+=]3U'PP7^Y^*'_'5T?"D4C1_P5.NZ:V!UYBSD#!;]1*E733B?MW? M[9N;#0@?PC#:0GI<<%&4P?'=J/F8!?ZGFR K]H90EQ<;]GZ0CUX,$&B=^)F MN?_2GX)R,(]S_7@[L44B+ #9#$=1Z62'ZY1!&H@C&!#N0A)F7B?_+O%28 M? '/H4IR=^!)05$=M?!EY1X!JN"5A2?6C1@:G6E7?<,<LC[P+ZTBI'LAL[E5 M UH7;748!,)P@A-/3[M$)1-_T,_A)I !OH%F6%V@PE.A 4 J18D", &=UU M%1HW0',(Q"(0(O,A+7JE:NY=$*:J09S''@<.HW=L.@W,KE=!*S^GK@#UBR8' M_SQ8]^%_@UKP,44<S;4 E_=:<.?]N0(7^P_HE__*ZJ*TE[C%*&5 )K$Z&: M=QHWJH]ZWRF"+_WR6P#YP=I27;5+0<AKG;X5T*J@05_]%!5]17_!$&L0MQC MG9 ?8-GZ(E.ZTX'[%_CRK5!QQ1SQ)UU9Q):)'3,&-E9X+C._'B_1K@=AF M]<NKYI<UX6#A0:6B-W<FJ MR=],,!&Z6!Q=F?1NYU02Y*IT<_9X<#1X^'N M.CT$]II=8*_QL8NA@*Z*[L,'$)6O$#X^(KBE#_IL[PFZ$IJ55GTA/+VC_ M#4D^)"C!S2!L O0!#,RE_C?*?ZZY_3W$_? #]AP!4AYFF@:]]%K'Y?JJCXX M(M; $0: $7*.WFP]-0XB<!%_BXPH6Q[]'GX]6/7(KN-M0 _$G4U0 N4K?CT4 MU#(<[!8_!(,P1X+V<?ORPMKQ4MG:,<)S431@7&'[*^3R]7"?STPZGVL*S] MQ=@;!PWH08S%OW(X$O?;3Q<D? JKHAX_F-MK0MPWG^B_T:O)H+;Y)?/XJ M41FEU^?0F:%/"V^'R,YH8("@DNJY:_+[<&!)[[XM!^I,[=7H2QZQ1O] M+T$7'0B.+E=Y&PW#@NQ,:Y'P8<N'^F-$-,#GF@<,4,GI,3_@XG2$YI^N M??72NNRR6J@E%[LUV-@SQ(!-^5]E+8/_C%_Q0/#+T<_OSAB%,*SH9"CBX^. MO;!T/B#@)R./O7U*Q=6RAPR/R%_] _E4!CD?(#!FS5N1O4OKZH8J7H=- M5TZ72W"^ZKOK*K0XHB+(E:LB7V:U&60PZ%.C2K5(/I65#?Z@UJS;L7:%"_Y MX47I (/G_WL!!TWK;IHWXWKJ7JVRHON$?_-!Q22-KD]X#OD)IS-[K6U5<7L M%3OD &XZI-Y0I$EY+AXR*%(DCQ(-SQ.@R1U1[:K ;(^O;*"+'C#Q:C%_!" MP1];Y LV<TA@T]?'QNA2N32RROL+] 9D=1=E*;B!Y,&X0M,7D -R::/'T M/_^%HD(.16E7P=KY&S< N0$@$'Y @%HHHP(JQK#/;)W9!!,E1-]F0Z;G^ M5RU:/1-F B%)G^Z7_T: .N7P'=]X^T+D90G.L?N"B(+!%&AAV '$8J"O;1 M!Z/U&JK?TV,- +7DQLF!_R.T/5<Y8)JI-3(K_?XD*+NW/__7:^ZZJ+R_V M!W< .4+(AP&-6E+4W3*AZ[FC+2/F3-#E80M &MU8LH$W<0.A4ZJM[(%1 MPO_I^@7&Z%C@'5WK-';KS$ 4JP:+H?<$&%!N8[KOD/@W0<Y 2+L/QGG M(S2/:[X,$&'JJ,AKSQ@3L**0IEO2EL7;0P]O!!R'P1-7/$RK'O;/7W4N M+E[IW&ACP@-1[CQN%^A4C76N@OV4]<_:+PS21AJ^5+ ]82/V WQ7UKWR M.25P3@?O4& D=C3M^X7Z6]V'WT:^O5V@O''8;-&G#5Q[:KUKUS^-V D]SV M[T[X.+$'1."O4#U.G6'W'GMZ/ZMO@S L6?ZR RX.'CT=P1(&IQD&14*,(6RX M_H"/L/5DQ!'N <6[1X1X '^=GJ,_A6;0!9A1U1)7!1R.8S=<"I58,#A (SY MNW"U/T?@)6_BA;!CS]G/=XOF+ Q@$OAN=GWB%BQH;_H'7#?@?WRG?KCRN M6X#Y+EX7PS8<B+9& P/.C_!NP=Z&X:X'65@-,#.CM2/N!(-ZAVB<M<7H&]@ MI#O=O0I/M)]-+] 0,F*!B!4A"[4D_:5]&44?)2 B*@9TL;9@:7 0&!H4-%C: M7=]"+#D,EG;O&T.+= _$2[SK&<8V@%%/EDG94#.+E/#7::J549*6*7BM ' M_&VG [ 11<,'^6$O!Z+G*E Q1:,RVZ<?&1!]5('KZ)G O$K^B,0'Q"QRO1S M)=KOKK+Y='7H%^(K3:.*F]="OJ:C@19E_D/V,28W;N#"6$J$N;,=:7(^P. M^=AAW_5&[0O_2;<64[J5Y/2M)!Y9S+L^(_IG[-N0A*739346VE'1!06HWKE] MU';YJ(K]2-"IW+3H"W$N6?22(&J$Q.L)/ZQ],+KZN5K]+C@;#5<;/5(OYD1? M!;4TT8N!2!U]%X@5T:&_UQ=%/P6BF_.BN7NI=!QHW?5OH&/_S?%Z(D.YIA6+ M%VF2;$/0C'4K1G9KU-9G5C#WK^)/^&[DZ,C*^1&W&8ZX&ZQT=6"=!TT;,(E M#!QO#W.,<Z^HY5H!N8K3H/Z&=*-&7NP-_[C2!A0Z(=ZPG!MSF69?NM_2&^W M)?'MMG+T<N[ZS^B= DS/C]ZK0#7AR(Z(%Y79(<#AYV!75$#<P SK2T"R2= M9#GV%IVWTYOWIW=T/;1&5M?*7^E3H(/RIL,!^X"/ ]+=T!@NA1="6*G)U;P% MF ]N.!SKI82"HA7O40]GK:M-QT(Z[H<K32$HFT;&G_?QM^7]L$J5LS *& 
